@relation ExperienciaSalto

@attribute fuerzaX numeric
@attribute fuerzaY numeric
@attribute alturaObjetivo numeric
@attribute distanciaObjetivo numeric

@data
575,2643.3125,36.338913,0.084442
896,2647.224854,36.446556,0.131622
554,1243.410889,8.040892,0.043884
1436,1703.837769,15.098417,0.148712
631,2009.717285,21.006073,0.106049
1184,1916.478882,19.10218,0.135254
703,1923.01709,19.232742,0.080627
1913,1956.633545,19.911037,0.225098
1118,2508.722656,32.732578,0.215027
574,2646.035156,36.413811,0.084381
31,2529.753906,33.283691,0.004272
1921,1314.791992,8.990608,0.160889
1605,2591.284424,34.922478,0.355133
564,2628.112793,35.922195,0.164642
121,2063.687988,22.149452,0.014832
1698,1879.997803,18.381866,0.189819
732,2421.703857,30.501198,0.15155
1528,1592.009033,13.181534,0.150513
1793,1581.383301,13.006165,0.211182
762,2080.14917,22.504211,0.208466
399,1668.914551,14.485821,0.06723
968,2302.352783,27.568848,0.128174
1943,2159.531006,24.254581,0.243408
1974,1896.175049,18.699577,0.270844
1696,2275.951904,26.940216,0.339935
730,1581.448608,13.007238,0.150665
125,2286.131592,27.181747,0.06958
328,1320.733032,9.072041,0.027557
1775,1489.666626,11.541256,0.164063
366,1007.871643,5.283058,0.070068
1006,1521.769653,12.044056,0.125885
1791,1646.41748,14.097914,0.205719
1603,1807.810181,16.997322,0.257904
297,2680.87793,37.379112,0.186462
1131,1745.557007,15.846851,0.119263
431,2429.607422,30.700623,0.059174
1866,2266.443359,26.71558,0.242737
400,2047.690918,21.807392,0.082794
943,2608.756836,35.39502,0.137115
1257,1268.946899,8.374557,0.102203
1764,2581.318115,34.654366,0.306213
1594,2381.150391,29.48822,0.258667
1015,1578.625977,12.960848,0.12323
1628,2564.316895,34.199387,0.259583
1589,1787.406006,16.615803,0.179108
113,1960.273315,19.985184,0.061859
157,2531.813965,33.337914,0.022736
1246,2693.471436,37.731117,0.185974
220,1836.200806,17.535381,0.024689
1632,2110.416748,23.163883,0.200867
1205,2585.232666,34.759556,0.203552
1514,2602.685791,35.230469,0.220581
1943,2124.226807,23.468029,0.240234
336,1234.549072,7.926685,0.061432
695,2611.041992,35.45705,0.101501
449,2558.759766,34.051315,0.064056
400,1810.566162,17.049187,0.043274
290,2600.364014,35.167633,0.041534
763,1348.906982,9.463219,0.065338
466,1105.086914,6.351376,0.033813
1788,2127.516846,23.540783,0.222443
910,2577.743652,34.558456,0.171051
294,2642.152344,36.307022,0.042755
75,2697.609619,37.847145,0.009308
375,1087.119507,6.146523,0.026611
1253,2525.461182,33.17083,0.178192
52,2112.614746,23.212158,0.007507
815,2257.306641,26.500622,0.105804
772,924.514832,4.445316,0.047882
1427,2419.432617,30.444019,0.214417
177,1602.161011,13.350183,0.017487
1996,2644.776367,36.379173,0.293121
345,2701.482422,37.955891,0.080017
823,1561.63269,12.683311,0.07959
1752,1827.709351,17.373573,0.192627
256,2651.785645,36.57225,0.103363
542,1896.256348,18.70118,0.061066
709,2297.56665,27.454346,0.093445
624,2532.743164,33.362396,0.088623
1239,2285.773926,27.173241,0.162415
259,1317.885986,9.03297,0.021667
1499,2585.549805,34.768074,0.216949
1298,2750.67041,39.350662,0.197388
1662,2289.693359,27.26651,0.219177
1419,1218.115234,7.717056,0.119385
1188,2570.792969,34.372337,0.259369
1553,2015.851807,21.134506,0.193817
764,1694.113525,14.926567,0.102936
1656,1479.977417,11.391609,0.15451
755,924.8172,4.448225,0.07959
880,2137.22168,23.756039,0.181061
92,1627.975464,13.783852,0.011841
1978,2641.709229,36.294846,0.290375
1310,1329.642822,9.194855,0.124939
1122,2568.166992,34.302155,0.235901
1779,1939.466064,19.563171,0.205475
256,1928.156494,19.335682,0.075348
1043,1278.421631,8.500082,0.08493
1541,2713.345459,38.28997,0.256287
580,2327.348633,28.170708,0.076965
1859,2577.544189,34.553108,0.268982
1475,2756.506592,39.517822,0.238953
1716,2063.346191,22.142113,0.207581
1080,1014.51416,5.352924,0.092896
1735,2390.525146,29.720871,0.317505
1622,1493.040894,11.593599,0.205231
1974,1632.567627,13.861725,0.297272
288,2618.036133,35.647263,0.27298
1630,920.681885,4.408533,0.105774
504,1725.559326,15.48584,0.154388
735,2225.244141,25.753147,0.12793
1320,2065.31543,22.184402,0.160156
1691,1634.349121,13.891993,0.168976
905,1697.570801,14.987553,0.14621
1940,2456.184814,31.375961,0.300598
1188,2149.560791,24.031139,0.198883
886,1045.424438,5.68408,0.071045
206,1907.518555,18.923977,0.056946
810,1400.584229,10.20219,0.071075
414,2124.261475,23.4688,0.050873
1196,1959.06897,19.960636,0.139313
548,2424.639893,30.575211,0.075348
832,1821.464966,17.255062,0.091553
489,2631.945068,36.027039,0.071686
1431,1572.992188,12.868504,0.138123
1255,2244.236328,26.194622,0.205353
1009,2656.934326,36.714409,0.159363
1263,2299.965088,27.511696,0.16748
505,2504.606689,32.625259,0.07132
